pair_id,split,label,pair_type,mutation,first_document_id,second_document_id,first_topic,second_topic,first_text,second_text
train-00276,train,0,easy_negative_different_topic,none,doc-0176,doc-0147,work,science,Neue Mitarbeitende erhalten eine strukturierte Einführung. Wissen wird in verständlichen Dokumenten für andere festgehalten. Das Team bespricht am Morgen die wichtigsten Aufgaben des Tages. Die Projektleitung priorisiert Aufgaben nach Nutzen und Aufwand. Komplexe Aufgaben werden in kleine überprüfbare Schritte zerlegt. Die Besprechung endet mit klaren nächsten Schritten. Regelmäßige Gespräche verbessern die Zusammenarbeit im Team. Ein ruhiger Arbeitsplatz unterstützt konzentriertes Arbeiten. Klare Zuständigkeiten verhindern doppelte Arbeit.,"Neue Ergebnisse werden mit früheren Studien verglichen. Die Analyse trennt Korrelation und tatsächliche Ursache. Ein Modell vereinfacht die Wirklichkeit und hat deshalb klare Grenzen. Die Genauigkeit steigt häufig mit der Zahl sauberer Beobachtungen. Das Experiment wird unter denselben Bedingungen mehrfach wiederholt. Die Methode wird so beschrieben, dass andere sie nachvollziehen können. Offene Daten erleichtern die unabhängige Überprüfung einer Untersuchung. Ein Kontrollversuch hilft bei der Interpretation des Ergebnisses. Die Stichprobe sollte die untersuchte Gruppe möglichst gut abbilden."
train-00277,train,0,hard_negative_same_topic,none,doc-0141,doc-0161,education,education,"Digitale Übungen können den individuellen Lernfortschritt sichtbar machen. Die Auswertung unterscheidet zwischen Erkennen und selbstständigem Anwenden. Ein Beispiel aus dem Alltag erleichtert das Verständnis einer Regel. Kurze Tests zeigen, welche Begriffe noch unsicher sind. Fehler werden nicht bestraft, sondern als Hinweis für die nächste Übung genutzt. Die Lernplattform passt die Schwierigkeit an die bisherigen Antworten an.","Eine klare Rückmeldung hilft beim Korrigieren typischer Fehler. Die Lernenden wiederholen neue Wörter in kurzen Abständen. Ein Beispiel aus dem Alltag erleichtert das Verständnis einer Regel. Regelmäßige Wiederholung verbessert die langfristige Erinnerung. Das aktive Abrufen ist oft wirksamer als das bloße Lesen. Kurze Tests zeigen, welche Begriffe noch unsicher sind. Viele Lernende profitieren von kleinen und erreichbaren Zwischenzielen."
train-00278,train,1,near_duplicate,replace_words,doc-0075,doc-0075-variant,travel,travel,Am Bahnhof gibt es Schließfächer für größeres Gepäck. Der Zug erreicht den Hauptbahnhof am frühen Nachmittag. Ein kleiner Rucksack erleichtert den Wechsel zwischen mehreren Verkehrsmitteln. Eine Reservierung ist in der Hauptsaison oft sinnvoll. Der Reiseführer erklärt die Geschichte der wichtigsten Gebäude. Reisende prüfen vor der Abfahrt die aktuelle Verbindung. Lokale Märkte bieten regionale Speisen und handwerkliche Produkte.,Am Bahnhof gibt es Schließfächer für größeres Gepäck. Der Zug erreicht den Hauptbahnhof am frühen Nachmittag. Ein kleiner Rucksack vereinfacht den Wechsel zwischen mehreren Verkehrsmitteln. Eine Reservierung ist in der Hauptsaison oft sinnvoll. Der Reiseführer erklärt die Geschichte der wichtigsten Gebäude. Reisende prüfen vor der Abfahrt die aktuelle Verbindung. Lokale Märkte bieten regionale Speisen und handwerkliche Produkte.
train-00279,train,0,easy_negative_different_topic,none,doc-0007,doc-0056,science,work,Die Stichprobe sollte die untersuchte Gruppe möglichst gut abbilden. Offene Daten erleichtern die unabhängige Überprüfung einer Untersuchung. Eine grafische Darstellung macht auffällige Muster sichtbar. Die Genauigkeit steigt häufig mit der Zahl sauberer Beobachtungen. Die Schlussfolgerung darf nicht über die erhobenen Daten hinausgehen. Neue Ergebnisse werden mit früheren Studien verglichen. Die Forschenden dokumentieren Messwerte und mögliche Fehlerquellen. Eine Hypothese muss durch beobachtbare Daten überprüfbar sein.,Neue Mitarbeitende erhalten eine strukturierte Einführung. Eine realistische Planung berücksichtigt auch unerwartete Probleme. Ein ruhiger Arbeitsplatz unterstützt konzentriertes Arbeiten. Die Besprechung endet mit klaren nächsten Schritten. Automatisierung reduziert wiederkehrende manuelle Tätigkeiten. Das Team bespricht am Morgen die wichtigsten Aufgaben des Tages. Regelmäßige Gespräche verbessern die Zusammenarbeit im Team.
train-00280,train,1,near_duplicate,add_sentence,doc-0120,doc-0120-variant,daily_life,daily_life,Eine Erinnerung im Kalender hilft bei wichtigen Terminen. Nach dem Essen wird die Küche gemeinsam aufgeräumt. Am Morgen öffnet die Bäckerei bereits vor sieben Uhr. Der Bus fährt werktags alle zehn Minuten. Vor dem Urlaub werden Fenster und elektrische Geräte kontrolliert. Eine Einkaufsliste verhindert unnötige spontane Käufe.,Eine Erinnerung im Kalender hilft bei wichtigen Terminen. Nach dem Essen wird die Küche gemeinsam aufgeräumt. Am Morgen öffnet die Bäckerei bereits vor sieben Uhr. Der Bus fährt werktags alle zehn Minuten. Die Kinder bereiten ihre Schulsachen am Vorabend vor. Vor dem Urlaub werden Fenster und elektrische Geräte kontrolliert. Eine Einkaufsliste verhindert unnötige spontane Käufe.
train-00281,train,1,near_duplicate,replace_words,doc-0047,doc-0047-variant,science,science,"Ein Modell vereinfacht die Wirklichkeit und hat deshalb klare Grenzen. Eine Hypothese muss durch beobachtbare Daten überprüfbar sein. Offene Daten erleichtern die unabhängige Überprüfung einer Untersuchung. Die Methode wird so beschrieben, dass andere sie nachvollziehen können. Ein Kontrollversuch hilft bei der Interpretation des Ergebnisses. Die Schlussfolgerung darf nicht über die erhobenen Daten hinausgehen. Die Forschenden dokumentieren Messwerte und mögliche Fehlerquellen. Eine grafische Darstellung macht auffällige Muster sichtbar.","Ein Modell vereinfacht die Wirklichkeit und hat deshalb deutliche Grenzen. Eine Hypothese muss durch beobachtbare Daten überprüfbar sein. Offene Daten erleichtern die unabhängige Überprüfung einer Untersuchung. Die Methode wird so beschrieben, dass andere sie nachvollziehen können. Ein Kontrollversuch unterstützt bei der Interpretation des Ergebnisses. Die Schlussfolgerung darf nicht über die erhobenen Daten hinausgehen. Die Forschenden dokumentieren Messwerte und mögliche Fehlerquellen. Eine grafische Darstellung macht auffällige Muster sichtbar."
train-00282,train,1,near_duplicate,add_sentence,doc-0068,doc-0068-variant,culture,culture,"Ein Film kann historische Ereignisse aus persönlicher Perspektive erzählen. Ein Archiv bewahrt Briefe, Fotos und andere historische Quellen. Literatur kann gesellschaftliche Konflikte aus ungewohnter Sicht zeigen. Die Gestaltung eines öffentlichen Platzes prägt das Leben im Viertel. Die Bibliothek organisiert regelmäßig Lesungen und Gespräche. Die Ausstellung stellt verschiedene Sichtweisen nebeneinander. Eine Führung erklärt die Entstehung ausgewählter Bilder. Lokale Musikgruppen treten auf einem kleinen Stadtfest auf. Kulturelle Angebote schaffen Räume für gemeinsame Erfahrungen.","Ein Film kann historische Ereignisse aus persönlicher Perspektive erzählen. Ein Archiv bewahrt Briefe, Fotos und andere historische Quellen. Literatur kann gesellschaftliche Konflikte aus ungewohnter Sicht zeigen. Die Gestaltung eines öffentlichen Platzes prägt das Leben im Viertel. Die Bibliothek organisiert regelmäßig Lesungen und Gespräche. Die Ausstellung stellt verschiedene Sichtweisen nebeneinander. Ein Übersetzer muss Bedeutung und Ton des Originals berücksichtigen. Eine Führung erklärt die Entstehung ausgewählter Bilder. Lokale Musikgruppen treten auf einem kleinen Stadtfest auf. Kulturelle Angebote schaffen Räume für gemeinsame Erfahrungen."
train-00283,train,1,near_duplicate,reorder_sentences,doc-0128,doc-0128-variant,culture,culture,"Die Besucher diskutieren nach der Vorstellung über ihre Eindrücke. Lokale Musikgruppen treten auf einem kleinen Stadtfest auf. Eine Führung erklärt die Entstehung ausgewählter Bilder. Kulturelle Angebote schaffen Räume für gemeinsame Erfahrungen. Die Gestaltung eines öffentlichen Platzes prägt das Leben im Viertel. Ein Film kann historische Ereignisse aus persönlicher Perspektive erzählen. Traditionen verändern sich, wenn neue Generationen sie weiterentwickeln. Das Theater verbindet klassische Texte mit moderner Bühnentechnik. Die Ausstellung stellt verschiedene Sichtweisen nebeneinander.","Die Besucher diskutieren nach der Vorstellung über ihre Eindrücke. Eine Führung erklärt die Entstehung ausgewählter Bilder. Lokale Musikgruppen treten auf einem kleinen Stadtfest auf. Kulturelle Angebote schaffen Räume für gemeinsame Erfahrungen. Die Gestaltung eines öffentlichen Platzes prägt das Leben im Viertel. Ein Film kann historische Ereignisse aus persönlicher Perspektive erzählen. Traditionen verändern sich, wenn neue Generationen sie weiterentwickeln. Das Theater verbindet klassische Texte mit moderner Bühnentechnik. Die Ausstellung stellt verschiedene Sichtweisen nebeneinander."
train-00284,train,0,easy_negative_different_topic,none,doc-0176,doc-0168,work,culture,Neue Mitarbeitende erhalten eine strukturierte Einführung. Wissen wird in verständlichen Dokumenten für andere festgehalten. Das Team bespricht am Morgen die wichtigsten Aufgaben des Tages. Die Projektleitung priorisiert Aufgaben nach Nutzen und Aufwand. Komplexe Aufgaben werden in kleine überprüfbare Schritte zerlegt. Die Besprechung endet mit klaren nächsten Schritten. Regelmäßige Gespräche verbessern die Zusammenarbeit im Team. Ein ruhiger Arbeitsplatz unterstützt konzentriertes Arbeiten. Klare Zuständigkeiten verhindern doppelte Arbeit.,"Die Bibliothek organisiert regelmäßig Lesungen und Gespräche. Das Theater verbindet klassische Texte mit moderner Bühnentechnik. Die Gestaltung eines öffentlichen Platzes prägt das Leben im Viertel. Traditionen verändern sich, wenn neue Generationen sie weiterentwickeln. Die Ausstellung stellt verschiedene Sichtweisen nebeneinander. Digitale Sammlungen machen seltene Dokumente leichter zugänglich. Ein Übersetzer muss Bedeutung und Ton des Originals berücksichtigen. Ein Archiv bewahrt Briefe, Fotos und andere historische Quellen. Eine Führung erklärt die Entstehung ausgewählter Bilder."
train-00285,train,0,hard_negative_same_topic,none,doc-0123,doc-0073,environment,environment,Die Gemeinde informiert über Maßnahmen gegen unnötigen Müll. Regionale Produkte vermeiden lange Transportwege. Neue Gebäude benötigen weniger Energie für Heizung und Kühlung. Die Messstation erfasst Luftqualität und Lärm zu verschiedenen Tageszeiten. Die Stadt erweitert das Netz sicherer Fahrradwege. Kleine Veränderungen im Alltag senken den persönlichen Energieverbrauch. Der Fluss wird regelmäßig auf Schadstoffe untersucht. Naturnahe Flächen bieten Insekten und Vögeln wichtigen Lebensraum.,"Naturnahe Flächen bieten Insekten und Vögeln wichtigen Lebensraum. Viele Haushalte trennen Papier, Glas und Bioabfall. Bäume senken im Sommer die Temperatur dicht bebauter Straßen. Ein sparsamer Umgang mit Wasser schützt lokale Reserven. Die Gemeinde informiert über Maßnahmen gegen unnötigen Müll. Landwirte testen Methoden zum Schutz fruchtbarer Böden."
train-00286,train,1,near_duplicate,combined_light,doc-0124,doc-0124-variant,health,health,Die Ärztin erklärt die Wirkung und mögliche Nebenwirkungen des Medikaments. Sauberes Trinkwasser ist eine wichtige Grundlage der Gesundheit. Soziale Kontakte wirken sich positiv auf das Wohlbefinden aus. Ausreichender Schlaf unterstützt Konzentration und Erholung. Bei starken oder anhaltenden Symptomen ist professionelle Beratung notwendig. Ein realistischer Trainingsplan verhindert unnötige Überlastung. Gesundheitsdaten sollten vertraulich und nachvollziehbar verarbeitet werden. Kleine Gewohnheiten sind oft leichter dauerhaft umzusetzen.,Sauberes Trinkwasser ist eine wichtige Grundlage der Gesundheit. Die erklärt die Wirkung und Nebenwirkungen des Medikaments. Soziale Kontakte wirken sich positiv auf das Wohlbefinden aus. Ausreichender Schlaf unterstützt Konzentration und Erholung. Bei starken oder anhaltenden Symptomen ist professionelle Beratung notwendig. Ein realistischer Trainingsplan verhindert unnötige Überlastung. Gesundheitsdaten sollten vertraulich und nachvollziehbar verarbeitet werden. Kompakte Gewohnheiten sind oft leichter dauerhaft umzusetzen.
train-00287,train,0,hard_negative_same_topic,none,doc-0155,doc-0045,travel,travel,Die Wanderroute führt durch einen ruhigen Wald und entlang eines Sees. Reisende prüfen vor der Abfahrt die aktuelle Verbindung. Am Abend besuchen die Gäste ein kleines Konzert im Freien. Ein kleiner Rucksack erleichtert den Wechsel zwischen mehreren Verkehrsmitteln. Das Wetter kann sich in den Bergen innerhalb kurzer Zeit ändern. Das Hotel liegt in der Nähe des historischen Stadtzentrums. Die Gruppe plant genügend Zeit für unerwartete Verzögerungen ein. Lokale Märkte bieten regionale Speisen und handwerkliche Produkte. Mit einer Tageskarte lassen sich Busse und Bahnen flexibel nutzen.,Ein kleiner Rucksack erleichtert den Wechsel zwischen mehreren Verkehrsmitteln. Am Bahnhof gibt es Schließfächer für größeres Gepäck. Mit einer Tageskarte lassen sich Busse und Bahnen flexibel nutzen. Reisende prüfen vor der Abfahrt die aktuelle Verbindung. Der Zug erreicht den Hauptbahnhof am frühen Nachmittag. Eine digitale Karte funktioniert auch ohne aktive Internetverbindung. Lokale Märkte bieten regionale Speisen und handwerkliche Produkte. Eine Reiseversicherung deckt bestimmte unvorhergesehene Kosten ab. Das Hotel liegt in der Nähe des historischen Stadtzentrums.
train-00288,train,1,near_duplicate,add_sentence,doc-0180,doc-0180-variant,daily_life,daily_life,Eine Erinnerung im Kalender hilft bei wichtigen Terminen. Kleine Reparaturen werden möglichst früh erledigt. Ein einfacher Wochenplan verteilt Aufgaben übersichtlich. Das Paket kann am Abend in einer Abholstation abgeholt werden. Ein fester Platz für Schlüssel spart täglich Zeit. Die Familie plant die Einkäufe für die gesamte Woche.,Eine Erinnerung im Kalender hilft bei wichtigen Terminen. Vor dem Urlaub werden Fenster und elektrische Geräte kontrolliert. Kleine Reparaturen werden möglichst früh erledigt. Ein einfacher Wochenplan verteilt Aufgaben übersichtlich. Das Paket kann am Abend in einer Abholstation abgeholt werden. Ein fester Platz für Schlüssel spart täglich Zeit. Die Familie plant die Einkäufe für die gesamte Woche.
train-00289,train,0,easy_negative_different_topic,none,doc-0088,doc-0041,culture,education,Literatur kann gesellschaftliche Konflikte aus ungewohnter Sicht zeigen. Kulturelle Angebote schaffen Räume für gemeinsame Erfahrungen. Lokale Musikgruppen treten auf einem kleinen Stadtfest auf. Die Gestaltung eines öffentlichen Platzes prägt das Leben im Viertel. Die Bibliothek organisiert regelmäßig Lesungen und Gespräche. Das Museum zeigt Werke aus mehreren historischen Epochen. Die Besucher diskutieren nach der Vorstellung über ihre Eindrücke. Ein Übersetzer muss Bedeutung und Ton des Originals berücksichtigen. Eine Führung erklärt die Entstehung ausgewählter Bilder.,"Viele Lernende profitieren von kleinen und erreichbaren Zwischenzielen. Die Lernenden wiederholen neue Wörter in kurzen Abständen. Die Lernplattform passt die Schwierigkeit an die bisherigen Antworten an. Eine klare Rückmeldung hilft beim Korrigieren typischer Fehler. Die Auswertung unterscheidet zwischen Erkennen und selbstständigem Anwenden. Das aktive Abrufen ist oft wirksamer als das bloße Lesen. Kurze Tests zeigen, welche Begriffe noch unsicher sind."
train-00290,train,0,hard_negative_same_topic,none,doc-0123,doc-0043,environment,environment,Die Gemeinde informiert über Maßnahmen gegen unnötigen Müll. Regionale Produkte vermeiden lange Transportwege. Neue Gebäude benötigen weniger Energie für Heizung und Kühlung. Die Messstation erfasst Luftqualität und Lärm zu verschiedenen Tageszeiten. Die Stadt erweitert das Netz sicherer Fahrradwege. Kleine Veränderungen im Alltag senken den persönlichen Energieverbrauch. Der Fluss wird regelmäßig auf Schadstoffe untersucht. Naturnahe Flächen bieten Insekten und Vögeln wichtigen Lebensraum.,Kleine Veränderungen im Alltag senken den persönlichen Energieverbrauch. Ein sparsamer Umgang mit Wasser schützt lokale Reserven. Öffentliche Verkehrsmittel reduzieren den Verkehr in der Innenstadt. Die Gemeinde informiert über Maßnahmen gegen unnötigen Müll. Neue Gebäude benötigen weniger Energie für Heizung und Kühlung. Solaranlagen liefern auch an kühlen Tagen elektrische Energie.
train-00291,train,0,hard_negative_same_topic,none,doc-0107,doc-0177,science,science,"Ein Modell vereinfacht die Wirklichkeit und hat deshalb klare Grenzen. Ausreißer werden geprüft und nicht automatisch entfernt. Offene Daten erleichtern die unabhängige Überprüfung einer Untersuchung. Ein Kontrollversuch hilft bei der Interpretation des Ergebnisses. Die Methode wird so beschrieben, dass andere sie nachvollziehen können. Das Experiment wird unter denselben Bedingungen mehrfach wiederholt.",Neue Ergebnisse werden mit früheren Studien verglichen. Die Genauigkeit steigt häufig mit der Zahl sauberer Beobachtungen. Das Experiment wird unter denselben Bedingungen mehrfach wiederholt. Die Schlussfolgerung darf nicht über die erhobenen Daten hinausgehen. Eine Hypothese muss durch beobachtbare Daten überprüfbar sein. Offene Daten erleichtern die unabhängige Überprüfung einer Untersuchung. Eine grafische Darstellung macht auffällige Muster sichtbar. Die Forschenden dokumentieren Messwerte und mögliche Fehlerquellen.
train-00292,train,0,hard_negative_same_topic,none,doc-0086,doc-0156,work,work,"Neue Mitarbeitende erhalten eine strukturierte Einführung. Pausen und feste Arbeitszeiten helfen, langfristig leistungsfähig zu bleiben. Wissen wird in verständlichen Dokumenten für andere festgehalten. Regelmäßige Gespräche verbessern die Zusammenarbeit im Team. Die Qualität eines Ergebnisses wird anhand vorher definierter Kriterien geprüft. Automatisierung reduziert wiederkehrende manuelle Tätigkeiten.",Eine realistische Planung berücksichtigt auch unerwartete Probleme. Komplexe Aufgaben werden in kleine überprüfbare Schritte zerlegt. Die Projektleitung priorisiert Aufgaben nach Nutzen und Aufwand. Neue Mitarbeitende erhalten eine strukturierte Einführung. Das Team bespricht am Morgen die wichtigsten Aufgaben des Tages. Regelmäßige Gespräche verbessern die Zusammenarbeit im Team.
train-00293,train,0,easy_negative_different_topic,none,doc-0078,doc-0152,culture,technology,"Eine Führung erklärt die Entstehung ausgewählter Bilder. Ein Übersetzer muss Bedeutung und Ton des Originals berücksichtigen. Traditionen verändern sich, wenn neue Generationen sie weiterentwickeln. Literatur kann gesellschaftliche Konflikte aus ungewohnter Sicht zeigen. Digitale Sammlungen machen seltene Dokumente leichter zugänglich. Die Gestaltung eines öffentlichen Platzes prägt das Leben im Viertel. Ein Film kann historische Ereignisse aus persönlicher Perspektive erzählen. Die Ausstellung stellt verschiedene Sichtweisen nebeneinander. Lokale Musikgruppen treten auf einem kleinen Stadtfest auf.","Ein Cache verkürzt die Antwortzeit bei häufigen Abfragen. Das Entwicklungsteam überwacht die Anwendung mit automatisierten Metriken. Der Dienst verarbeitet viele kleine Anfragen parallel. Automatisierte Tests prüfen zentrale Funktionen vor jeder Veröffentlichung. Große Datenmengen werden schrittweise statt vollständig im Speicher verarbeitet. Ein Versionssystem dokumentiert jede Änderung am Quellcode. Ein klarer Vertrag zwischen Modulen verhindert unnötige Abhängigkeiten. Messwerte zeigen, an welcher Stelle die meiste Zeit verloren geht. Die Konfiguration wird getrennt vom Programmcode verwaltet."
train-00294,train,1,near_duplicate,add_sentence,doc-0014,doc-0014-variant,health,health,Kleine Gewohnheiten sind oft leichter dauerhaft umzusetzen. Bei starken oder anhaltenden Symptomen ist professionelle Beratung notwendig. Entspannungstechniken können den Umgang mit Stress erleichtern. Kurze Pausen helfen bei langer Arbeit am Bildschirm. Regelmäßiges Lüften verbessert die Luft in geschlossenen Räumen. Die Ärztin erklärt die Wirkung und mögliche Nebenwirkungen des Medikaments. Soziale Kontakte wirken sich positiv auf das Wohlbefinden aus. Eine gute Körperhaltung entlastet Rücken und Schultern. Regelmäßige Bewegung stärkt den Kreislauf und verbessert die Ausdauer.,Kleine Gewohnheiten sind oft leichter dauerhaft umzusetzen. Bei starken oder anhaltenden Symptomen ist professionelle Beratung notwendig. Entspannungstechniken können den Umgang mit Stress erleichtern. Kurze Pausen helfen bei langer Arbeit am Bildschirm. Regelmäßiges Lüften verbessert die Luft in geschlossenen Räumen. Die Ärztin erklärt die Wirkung und mögliche Nebenwirkungen des Medikaments. Soziale Kontakte wirken sich positiv auf das Wohlbefinden aus. Eine gute Körperhaltung entlastet Rücken und Schultern. Gesundheitsdaten sollten vertraulich und nachvollziehbar verarbeitet werden. Regelmäßige Bewegung stärkt den Kreislauf und verbessert die Ausdauer.
train-00295,train,0,hard_negative_same_topic,none,doc-0016,doc-0006,work,work,"Ein ruhiger Arbeitsplatz unterstützt konzentriertes Arbeiten. Pausen und feste Arbeitszeiten helfen, langfristig leistungsfähig zu bleiben. Wissen wird in verständlichen Dokumenten für andere festgehalten. Das Team bespricht am Morgen die wichtigsten Aufgaben des Tages. Die Besprechung endet mit klaren nächsten Schritten. Eine realistische Planung berücksichtigt auch unerwartete Probleme.",Automatisierung reduziert wiederkehrende manuelle Tätigkeiten. Das Team bespricht am Morgen die wichtigsten Aufgaben des Tages. Regelmäßige Gespräche verbessern die Zusammenarbeit im Team. Ein kurzes Protokoll hält Entscheidungen und offene Punkte fest. Klare Zuständigkeiten verhindern doppelte Arbeit. Eine realistische Planung berücksichtigt auch unerwartete Probleme.
train-00296,train,0,hard_negative_same_topic,none,doc-0021,doc-0011,education,education,"Regelmäßige Wiederholung verbessert die langfristige Erinnerung. Fehler werden nicht bestraft, sondern als Hinweis für die nächste Übung genutzt. Viele Lernende profitieren von kleinen und erreichbaren Zwischenzielen. Die Auswertung unterscheidet zwischen Erkennen und selbstständigem Anwenden. Ein strukturierter Lernplan reduziert unnötige Wiederholungen. Kurze Tests zeigen, welche Begriffe noch unsicher sind. Die Lernplattform passt die Schwierigkeit an die bisherigen Antworten an. Neue Aufgaben sollten bekannte Inhalte in einem anderen Kontext prüfen. Digitale Übungen können den individuellen Lernfortschritt sichtbar machen.","Ein Beispiel aus dem Alltag erleichtert das Verständnis einer Regel. Viele Lernende profitieren von kleinen und erreichbaren Zwischenzielen. Die Lernplattform passt die Schwierigkeit an die bisherigen Antworten an. Eine klare Rückmeldung hilft beim Korrigieren typischer Fehler. Fehler werden nicht bestraft, sondern als Hinweis für die nächste Übung genutzt. Regelmäßige Wiederholung verbessert die langfristige Erinnerung."
train-00297,train,0,hard_negative_same_topic,none,doc-0127,doc-0087,science,science,"Die Forschenden dokumentieren Messwerte und mögliche Fehlerquellen. Ein Modell vereinfacht die Wirklichkeit und hat deshalb klare Grenzen. Eine grafische Darstellung macht auffällige Muster sichtbar. Eine Hypothese muss durch beobachtbare Daten überprüfbar sein. Die Stichprobe sollte die untersuchte Gruppe möglichst gut abbilden. Die Methode wird so beschrieben, dass andere sie nachvollziehen können. Das Experiment wird unter denselben Bedingungen mehrfach wiederholt. Unsicherheit wird zusammen mit dem Messwert angegeben.",Ausreißer werden geprüft und nicht automatisch entfernt. Die Stichprobe sollte die untersuchte Gruppe möglichst gut abbilden. Die Genauigkeit steigt häufig mit der Zahl sauberer Beobachtungen. Die Forschenden dokumentieren Messwerte und mögliche Fehlerquellen. Ein Kontrollversuch hilft bei der Interpretation des Ergebnisses. Neue Ergebnisse werden mit früheren Studien verglichen.
train-00298,train,1,near_duplicate,reorder_sentences,doc-0048,doc-0048-variant,culture,culture,"Die Bibliothek organisiert regelmäßig Lesungen und Gespräche. Ein Archiv bewahrt Briefe, Fotos und andere historische Quellen. Ein Übersetzer muss Bedeutung und Ton des Originals berücksichtigen. Die Gestaltung eines öffentlichen Platzes prägt das Leben im Viertel. Die Besucher diskutieren nach der Vorstellung über ihre Eindrücke. Die Ausstellung stellt verschiedene Sichtweisen nebeneinander. Das Theater verbindet klassische Texte mit moderner Bühnentechnik. Traditionen verändern sich, wenn neue Generationen sie weiterentwickeln. Eine Führung erklärt die Entstehung ausgewählter Bilder.","Die Bibliothek organisiert regelmäßig Lesungen und Gespräche. Ein Übersetzer muss Bedeutung und Ton des Originals berücksichtigen. Ein Archiv bewahrt Briefe, Fotos und andere historische Quellen. Die Gestaltung eines öffentlichen Platzes prägt das Leben im Viertel. Die Besucher diskutieren nach der Vorstellung über ihre Eindrücke. Die Ausstellung stellt verschiedene Sichtweisen nebeneinander. Das Theater verbindet klassische Texte mit moderner Bühnentechnik. Traditionen verändern sich, wenn neue Generationen sie weiterentwickeln. Eine Führung erklärt die Entstehung ausgewählter Bilder."
train-00299,train,0,easy_negative_different_topic,none,doc-0168,doc-0167,culture,science,"Die Bibliothek organisiert regelmäßig Lesungen und Gespräche. Das Theater verbindet klassische Texte mit moderner Bühnentechnik. Die Gestaltung eines öffentlichen Platzes prägt das Leben im Viertel. Traditionen verändern sich, wenn neue Generationen sie weiterentwickeln. Die Ausstellung stellt verschiedene Sichtweisen nebeneinander. Digitale Sammlungen machen seltene Dokumente leichter zugänglich. Ein Übersetzer muss Bedeutung und Ton des Originals berücksichtigen. Ein Archiv bewahrt Briefe, Fotos und andere historische Quellen. Eine Führung erklärt die Entstehung ausgewählter Bilder.",Das Experiment wird unter denselben Bedingungen mehrfach wiederholt. Die Forschenden dokumentieren Messwerte und mögliche Fehlerquellen. Die Stichprobe sollte die untersuchte Gruppe möglichst gut abbilden. Offene Daten erleichtern die unabhängige Überprüfung einer Untersuchung. Ausreißer werden geprüft und nicht automatisch entfernt. Die Genauigkeit steigt häufig mit der Zahl sauberer Beobachtungen. Neue Ergebnisse werden mit früheren Studien verglichen.
train-00300,train,0,easy_negative_different_topic,none,doc-0090,doc-0024,daily_life,health,Der Bus fährt werktags alle zehn Minuten. Kleine Reparaturen werden möglichst früh erledigt. Das Paket kann am Abend in einer Abholstation abgeholt werden. Die Kinder bereiten ihre Schulsachen am Vorabend vor. Die Familie plant die Einkäufe für die gesamte Woche. Gemeinsame Mahlzeiten bieten Zeit für ruhige Gespräche. Die Nachbarn teilen sich einige selten benötigte Werkzeuge. Ein einfacher Wochenplan verteilt Aufgaben übersichtlich. Eine Erinnerung im Kalender hilft bei wichtigen Terminen.,Die Ärztin erklärt die Wirkung und mögliche Nebenwirkungen des Medikaments. Kurze Pausen helfen bei langer Arbeit am Bildschirm. Sauberes Trinkwasser ist eine wichtige Grundlage der Gesundheit. Soziale Kontakte wirken sich positiv auf das Wohlbefinden aus. Entspannungstechniken können den Umgang mit Stress erleichtern. Kleine Gewohnheiten sind oft leichter dauerhaft umzusetzen. Eine gute Körperhaltung entlastet Rücken und Schultern.
train-00301,train,1,near_duplicate,combined_light,doc-0061,doc-0061-variant,education,education,Die Lernenden wiederholen neue Wörter in kurzen Abständen. Das aktive Abrufen ist oft wirksamer als das bloße Lesen. Die Lehrkraft verbindet Grammatik mit konkreten Alltagssituationen. Viele Lernende profitieren von kleinen und erreichbaren Zwischenzielen. Eine klare Rückmeldung hilft beim Korrigieren typischer Fehler. Die Auswertung unterscheidet zwischen Erkennen und selbstständigem Anwenden. Die Lernplattform passt die Schwierigkeit an die bisherigen Antworten an. Die Gruppe diskutiert verschiedene Lösungen und begründet ihre Wahl.,Die Lernenden wiederholen aktuelle Wörter in kurzen Das aktive Abrufen ist oft wirksamer als das bloße Lesen. Die Lehrkraft verbindet Grammatik mit konkreten Alltagssituationen. Viele Lernende profitieren von kleinen und erreichbaren Zwischenzielen. Eine klare Rückmeldung unterstützt beim Korrigieren typischer Fehler. Die Auswertung unterscheidet zwischen Erkennen und selbstständigem Anwenden. Die Gruppe diskutiert verschiedene und begründet ihre Wahl. Die Lernplattform passt die Schwierigkeit an die bisherigen Antworten an.
