pair_id,split,label,pair_type,mutation,first_document_id,second_document_id,first_topic,second_topic,first_text,second_text
test-00028,test,0,hard_negative_same_topic,none,doc-0247,doc-0257,science,science,Eine Hypothese muss durch beobachtbare Daten überprüfbar sein. Ein Kontrollversuch hilft bei der Interpretation des Ergebnisses. Die Genauigkeit steigt häufig mit der Zahl sauberer Beobachtungen. Eine grafische Darstellung macht auffällige Muster sichtbar. Die Schlussfolgerung darf nicht über die erhobenen Daten hinausgehen. Unsicherheit wird zusammen mit dem Messwert angegeben. Ein Modell vereinfacht die Wirklichkeit und hat deshalb klare Grenzen. Die Analyse trennt Korrelation und tatsächliche Ursache. Die Stichprobe sollte die untersuchte Gruppe möglichst gut abbilden.,Die Stichprobe sollte die untersuchte Gruppe möglichst gut abbilden. Ein Kontrollversuch hilft bei der Interpretation des Ergebnisses. Unsicherheit wird zusammen mit dem Messwert angegeben. Die Schlussfolgerung darf nicht über die erhobenen Daten hinausgehen. Ein Modell vereinfacht die Wirklichkeit und hat deshalb klare Grenzen. Neue Ergebnisse werden mit früheren Studien verglichen. Die Analyse trennt Korrelation und tatsächliche Ursache.
test-00029,test,1,near_duplicate,case_punctuation,doc-0299,doc-0299-variant,sports,sports,Die Mannschaft beginnt das Training mit einer gründlichen Aufwärmphase. Kurze intensive Einheiten benötigen ausreichende Erholung. Die Läuferin kontrolliert ihr Tempo auf den ersten Kilometern. Eine ausgewogene Ernährung unterstützt Training und Regeneration. Fairness bleibt auch in einer engen Wettbewerbssituation wichtig. Krafttraining ergänzt viele Ausdauersportarten sinnvoll. Der Verein bietet Anfängerinnen und Anfängern eigene Trainingszeiten an. Gemeinsame Ziele stärken die Motivation innerhalb der Gruppe. Nach einer Verletzung wird die Belastung langsam wieder erhöht.,die mannschaft beginnt das training mit einer gründlichen aufwärmphase. kurze intensive einheiten benötigen ausreichende erholung. die läuferin kontrolliert ihr tempo auf den ersten kilometern. eine ausgewogene ernährung unterstützt training und regeneration. fairness bleibt auch in einer engen wettbewerbssituation wichtig. krafttraining ergänzt viele ausdauersportarten sinnvoll. der verein bietet anfängerinnen und anfängern eigene trainingszeiten an. gemeinsame ziele stärken die motivation innerhalb der gruppe. nach einer verletzung wird die belastung langsam wieder erhöht.
test-00030,test,0,easy_negative_different_topic,none,doc-0288,doc-0294,culture,health,"Eine Führung erklärt die Entstehung ausgewählter Bilder. Kulturelle Angebote schaffen Räume für gemeinsame Erfahrungen. Das Theater verbindet klassische Texte mit moderner Bühnentechnik. Die Ausstellung stellt verschiedene Sichtweisen nebeneinander. Die Gestaltung eines öffentlichen Platzes prägt das Leben im Viertel. Die Bibliothek organisiert regelmäßig Lesungen und Gespräche. Die Besucher diskutieren nach der Vorstellung über ihre Eindrücke. Traditionen verändern sich, wenn neue Generationen sie weiterentwickeln. Ein Übersetzer muss Bedeutung und Ton des Originals berücksichtigen.","Sauberes Trinkwasser ist eine wichtige Grundlage der Gesundheit. Regelmäßige Bewegung stärkt den Kreislauf und verbessert die Ausdauer. Regelmäßiges Lüften verbessert die Luft in geschlossenen Räumen. Kurze Pausen helfen bei langer Arbeit am Bildschirm. Soziale Kontakte wirken sich positiv auf das Wohlbefinden aus. Ausreichender Schlaf unterstützt Konzentration und Erholung. Bei starken oder anhaltenden Symptomen ist professionelle Beratung notwendig. Eine ausgewogene Mahlzeit enthält Gemüse, Eiweiß und komplexe Kohlenhydrate."
test-00031,test,1,near_duplicate,add_sentence,doc-0249,doc-0249-variant,sports,sports,Fairness bleibt auch in einer engen Wettbewerbssituation wichtig. Krafttraining ergänzt viele Ausdauersportarten sinnvoll. Ausdauer entsteht durch langfristiges und gleichmäßiges Training. Kurze intensive Einheiten benötigen ausreichende Erholung. Der Verein bietet Anfängerinnen und Anfängern eigene Trainingszeiten an. Die Mannschaft beginnt das Training mit einer gründlichen Aufwärmphase. Der Trainer passt die Belastung an den aktuellen Leistungsstand an.,Fairness bleibt auch in einer engen Wettbewerbssituation wichtig. Krafttraining ergänzt viele Ausdauersportarten sinnvoll. Ausdauer entsteht durch langfristiges und gleichmäßiges Training. Kurze intensive Einheiten benötigen ausreichende Erholung. Der Verein bietet Anfängerinnen und Anfängern eigene Trainingszeiten an. Die Mannschaft beginnt das Training mit einer gründlichen Aufwärmphase. Nach einer Verletzung wird die Belastung langsam wieder erhöht. Der Trainer passt die Belastung an den aktuellen Leistungsstand an.
test-00032,test,1,near_duplicate,reorder_sentences,doc-0263,doc-0263-variant,environment,environment,"Die Gemeinde informiert über Maßnahmen gegen unnötigen Müll. Die Stadt erweitert das Netz sicherer Fahrradwege. Die Messstation erfasst Luftqualität und Lärm zu verschiedenen Tageszeiten. Regionale Produkte vermeiden lange Transportwege. Ein sparsamer Umgang mit Wasser schützt lokale Reserven. Solaranlagen liefern auch an kühlen Tagen elektrische Energie. Viele Haushalte trennen Papier, Glas und Bioabfall. Bäume senken im Sommer die Temperatur dicht bebauter Straßen. Neue Gebäude benötigen weniger Energie für Heizung und Kühlung.","Die Gemeinde informiert über Maßnahmen gegen unnötigen Müll. Die Stadt erweitert das Netz sicherer Fahrradwege. Die Messstation erfasst Luftqualität und Lärm zu verschiedenen Tageszeiten. Regionale Produkte vermeiden lange Transportwege. Solaranlagen liefern auch an kühlen Tagen elektrische Energie. Ein sparsamer Umgang mit Wasser schützt lokale Reserven. Viele Haushalte trennen Papier, Glas und Bioabfall. Bäume senken im Sommer die Temperatur dicht bebauter Straßen. Neue Gebäude benötigen weniger Energie für Heizung und Kühlung."
test-00033,test,0,hard_negative_same_topic,none,doc-0296,doc-0266,work,work,"Wissen wird in verständlichen Dokumenten für andere festgehalten. Klare Zuständigkeiten verhindern doppelte Arbeit. Pausen und feste Arbeitszeiten helfen, langfristig leistungsfähig zu bleiben. Eine realistische Planung berücksichtigt auch unerwartete Probleme. Automatisierung reduziert wiederkehrende manuelle Tätigkeiten. Ein kurzes Protokoll hält Entscheidungen und offene Punkte fest. Ein ruhiger Arbeitsplatz unterstützt konzentriertes Arbeiten. Das Team bespricht am Morgen die wichtigsten Aufgaben des Tages.","Neue Mitarbeitende erhalten eine strukturierte Einführung. Eine realistische Planung berücksichtigt auch unerwartete Probleme. Regelmäßige Gespräche verbessern die Zusammenarbeit im Team. Wissen wird in verständlichen Dokumenten für andere festgehalten. Ein ruhiger Arbeitsplatz unterstützt konzentriertes Arbeiten. Pausen und feste Arbeitszeiten helfen, langfristig leistungsfähig zu bleiben."
test-00034,test,0,easy_negative_different_topic,none,doc-0263,doc-0265,environment,travel,"Die Gemeinde informiert über Maßnahmen gegen unnötigen Müll. Die Stadt erweitert das Netz sicherer Fahrradwege. Die Messstation erfasst Luftqualität und Lärm zu verschiedenen Tageszeiten. Regionale Produkte vermeiden lange Transportwege. Ein sparsamer Umgang mit Wasser schützt lokale Reserven. Solaranlagen liefern auch an kühlen Tagen elektrische Energie. Viele Haushalte trennen Papier, Glas und Bioabfall. Bäume senken im Sommer die Temperatur dicht bebauter Straßen. Neue Gebäude benötigen weniger Energie für Heizung und Kühlung.",Reisende prüfen vor der Abfahrt die aktuelle Verbindung. Am Bahnhof gibt es Schließfächer für größeres Gepäck. Eine digitale Karte funktioniert auch ohne aktive Internetverbindung. Die Wanderroute führt durch einen ruhigen Wald und entlang eines Sees. Lokale Märkte bieten regionale Speisen und handwerkliche Produkte. Ein kleiner Rucksack erleichtert den Wechsel zwischen mehreren Verkehrsmitteln.
test-00035,test,0,easy_negative_different_topic,none,doc-0268,doc-0273,culture,environment,Die Besucher diskutieren nach der Vorstellung über ihre Eindrücke. Ein Übersetzer muss Bedeutung und Ton des Originals berücksichtigen. Die Ausstellung stellt verschiedene Sichtweisen nebeneinander. Kulturelle Angebote schaffen Räume für gemeinsame Erfahrungen. Digitale Sammlungen machen seltene Dokumente leichter zugänglich. Literatur kann gesellschaftliche Konflikte aus ungewohnter Sicht zeigen.,Bäume senken im Sommer die Temperatur dicht bebauter Straßen. Mehrwegverpackungen können den Verbrauch von Kunststoff verringern. Naturnahe Flächen bieten Insekten und Vögeln wichtigen Lebensraum. Öffentliche Verkehrsmittel reduzieren den Verkehr in der Innenstadt. Landwirte testen Methoden zum Schutz fruchtbarer Böden. Ein sparsamer Umgang mit Wasser schützt lokale Reserven.
test-00036,test,0,easy_negative_different_topic,none,doc-0277,doc-0255,science,travel,Die Genauigkeit steigt häufig mit der Zahl sauberer Beobachtungen. Eine Hypothese muss durch beobachtbare Daten überprüfbar sein. Neue Ergebnisse werden mit früheren Studien verglichen. Die Analyse trennt Korrelation und tatsächliche Ursache. Eine grafische Darstellung macht auffällige Muster sichtbar. Das Experiment wird unter denselben Bedingungen mehrfach wiederholt. Offene Daten erleichtern die unabhängige Überprüfung einer Untersuchung.,Am Bahnhof gibt es Schließfächer für größeres Gepäck. Lokale Märkte bieten regionale Speisen und handwerkliche Produkte. Eine Reservierung ist in der Hauptsaison oft sinnvoll. Der Reiseführer erklärt die Geschichte der wichtigsten Gebäude. Die Gruppe plant genügend Zeit für unerwartete Verzögerungen ein. Reisende prüfen vor der Abfahrt die aktuelle Verbindung. Ein kleiner Rucksack erleichtert den Wechsel zwischen mehreren Verkehrsmitteln. Das Wetter kann sich in den Bergen innerhalb kurzer Zeit ändern.
test-00037,test,0,easy_negative_different_topic,none,doc-0253,doc-0266,environment,work,"Landwirte testen Methoden zum Schutz fruchtbarer Böden. Viele Haushalte trennen Papier, Glas und Bioabfall. Naturnahe Flächen bieten Insekten und Vögeln wichtigen Lebensraum. Die Messstation erfasst Luftqualität und Lärm zu verschiedenen Tageszeiten. Bäume senken im Sommer die Temperatur dicht bebauter Straßen. Die Stadt erweitert das Netz sicherer Fahrradwege. Ein sparsamer Umgang mit Wasser schützt lokale Reserven. Regionale Produkte vermeiden lange Transportwege.","Neue Mitarbeitende erhalten eine strukturierte Einführung. Eine realistische Planung berücksichtigt auch unerwartete Probleme. Regelmäßige Gespräche verbessern die Zusammenarbeit im Team. Wissen wird in verständlichen Dokumenten für andere festgehalten. Ein ruhiger Arbeitsplatz unterstützt konzentriertes Arbeiten. Pausen und feste Arbeitszeiten helfen, langfristig leistungsfähig zu bleiben."
test-00038,test,1,near_duplicate,add_sentence,doc-0296,doc-0296-variant,work,work,"Wissen wird in verständlichen Dokumenten für andere festgehalten. Klare Zuständigkeiten verhindern doppelte Arbeit. Pausen und feste Arbeitszeiten helfen, langfristig leistungsfähig zu bleiben. Eine realistische Planung berücksichtigt auch unerwartete Probleme. Automatisierung reduziert wiederkehrende manuelle Tätigkeiten. Ein kurzes Protokoll hält Entscheidungen und offene Punkte fest. Ein ruhiger Arbeitsplatz unterstützt konzentriertes Arbeiten. Das Team bespricht am Morgen die wichtigsten Aufgaben des Tages.","Wissen wird in verständlichen Dokumenten für andere festgehalten. Klare Zuständigkeiten verhindern doppelte Arbeit. Pausen und feste Arbeitszeiten helfen, langfristig leistungsfähig zu bleiben. Eine realistische Planung berücksichtigt auch unerwartete Probleme. Komplexe Aufgaben werden in kleine überprüfbare Schritte zerlegt. Automatisierung reduziert wiederkehrende manuelle Tätigkeiten. Ein kurzes Protokoll hält Entscheidungen und offene Punkte fest. Ein ruhiger Arbeitsplatz unterstützt konzentriertes Arbeiten. Das Team bespricht am Morgen die wichtigsten Aufgaben des Tages."
test-00039,test,1,near_duplicate,reorder_sentences,doc-0252,doc-0252-variant,technology,technology,"Ein klarer Vertrag zwischen Modulen verhindert unnötige Abhängigkeiten. Der Dienst verarbeitet viele kleine Anfragen parallel. Messwerte zeigen, an welcher Stelle die meiste Zeit verloren geht. Die Konfiguration wird getrennt vom Programmcode verwaltet. Protokolle helfen bei der Suche nach seltenen Fehlern. Eine stabile Schnittstelle erleichtert die Integration neuer Komponenten. Automatisierte Tests prüfen zentrale Funktionen vor jeder Veröffentlichung. Die Architektur trennt Geschäftslogik und Benutzerschnittstelle. Große Datenmengen werden schrittweise statt vollständig im Speicher verarbeitet.","Ein klarer Vertrag zwischen Modulen verhindert unnötige Abhängigkeiten. Der Dienst verarbeitet viele kleine Anfragen parallel. Messwerte zeigen, an welcher Stelle die meiste Zeit verloren geht. Protokolle helfen bei der Suche nach seltenen Fehlern. Die Konfiguration wird getrennt vom Programmcode verwaltet. Eine stabile Schnittstelle erleichtert die Integration neuer Komponenten. Automatisierte Tests prüfen zentrale Funktionen vor jeder Veröffentlichung. Die Architektur trennt Geschäftslogik und Benutzerschnittstelle. Große Datenmengen werden schrittweise statt vollständig im Speicher verarbeitet."
test-00040,test,0,hard_negative_same_topic,none,doc-0270,doc-0300,daily_life,daily_life,Ein fester Platz für Schlüssel spart täglich Zeit. Die Familie plant die Einkäufe für die gesamte Woche. Die Kinder bereiten ihre Schulsachen am Vorabend vor. Vor dem Urlaub werden Fenster und elektrische Geräte kontrolliert. Ein einfacher Wochenplan verteilt Aufgaben übersichtlich. Eine Einkaufsliste verhindert unnötige spontane Käufe. Das Paket kann am Abend in einer Abholstation abgeholt werden. Eine Erinnerung im Kalender hilft bei wichtigen Terminen.,Am Morgen öffnet die Bäckerei bereits vor sieben Uhr. Am Wochenende wird das Fahrrad gründlich gereinigt. Gemeinsame Mahlzeiten bieten Zeit für ruhige Gespräche. Nach dem Essen wird die Küche gemeinsam aufgeräumt. Die Familie plant die Einkäufe für die gesamte Woche. Das Paket kann am Abend in einer Abholstation abgeholt werden. Der Bus fährt werktags alle zehn Minuten. Ein fester Platz für Schlüssel spart täglich Zeit. Vor dem Urlaub werden Fenster und elektrische Geräte kontrolliert.
